propertyTaskProcedureId,propertyTaskProcedureId,propertyTaskId,proceduresId,sequenceOrder
20981,20981,8742,113,2
20983,20983,8742,118,3
20982,20982,8742,127,4
20984,20984,8742,151,5
20985,20985,8743,52,1
20988,20988,8743,47,2
20987,20987,8743,127,3
20986,20986,8743,125,4
20989,20989,8744,52,1
20990,20990,8744,47,2
20991,20991,8744,127,3
20992,20992,8744,50,4
20993,20993,8745,58,1
20994,20994,8746,58,1
20995,20995,8747,58,1
20996,20996,8748,52,1
20997,20997,8748,113,2
20999,20999,8748,127,3
20998,20998,8748,63,4
21000,21000,8749,52,1
21001,21001,8749,113,2
21002,21002,8749,127,3
21003,21003,8749,48,4
21006,21006,8750,135,1
21004,21004,8750,113,2
21005,21005,8750,77,3
21008,21008,8751,135,1
21009,21009,8751,113,2
21007,21007,8751,77,3
21010,21010,8752,52,1
21011,21011,8752,113,2
21012,21012,8753,58,1
21013,21013,8754,145,1
21014,21014,8755,58,1
21015,21015,8756,52,1
21016,21016,8757,145,1
21017,21017,8758,58,1
21018,21018,8759,52,1
21019,21019,8760,128,1
21020,21020,8761,128,1
21021,21021,8762,52,1
21022,21022,8762,66,2
21023,21023,8763,46,1
21024,21024,8763,47,2
21025,21025,8763,127,3
21026,21026,8763,50,4
21029,21029,8764,46,1
21027,21027,8764,47,2
21030,21030,8764,127,3
21028,21028,8764,50,4
21031,21031,8765,52,1
21032,21032,8765,113,2
21033,21033,8765,127,3
21034,21034,8765,151,4
21035,21035,8766,52,1
21037,21037,8766,113,2
21036,21036,8766,127,3
21038,21038,8766,151,4
21039,21039,8767,52,1
21040,21040,8767,113,2
21041,21041,8767,127,3
21042,21042,8767,151,4
21043,21043,8768,46,1
21044,21044,8768,47,2
21045,21045,8768,127,3
21046,21046,8768,56,4
21047,21047,8769,46,1
21048,21048,8769,47,2
21049,21049,8769,127,3
21050,21050,8769,56,4
21051,21051,8770,128,1
21052,21052,8771,128,1
21053,21053,8772,58,1
21054,21054,8773,58,1
21055,21055,8774,58,1
21056,21056,8775,152,1
21057,21057,8775,151,2
21058,21058,8776,152,1
21059,21059,8776,151,2
21060,21060,8777,152,1
21061,21061,8777,151,2
21062,21062,8778,152,1
21063,21063,8778,151,2
21064,21064,8779,152,1
21065,21065,8779,151,2
21066,21066,8780,152,1
21067,21067,8780,151,2
21068,21068,8781,152,1
21069,21069,8781,151,2
21070,21070,8782,152,1
21071,21071,8782,151,2
21072,21072,8783,152,1
21073,21073,8783,151,2
21074,21074,8784,152,1
21075,21075,8784,151,2
21076,21076,8785,152,1
21077,21077,8785,151,2
21078,21078,8786,152,1
21079,21079,8786,151,2
21080,21080,8787,152,1
21081,21081,8788,152,1
21082,21082,8789,152,1
21083,21083,8790,152,1
21084,21084,8791,152,1
21085,21085,8792,152,1
21086,21086,8793,152,1
21087,21087,8794,152,1
21088,21088,8795,152,1
21089,21089,8796,152,1
21090,21090,8797,152,1
21091,21091,8798,152,1
21092,21092,8799,58,1
21093,21093,8800,135,1
21094,21094,8800,113,2
21095,21095,8800,127,3
21096,21096,8800,48,4
21097,21097,8801,135,1
21098,21098,8801,113,2
21099,21099,8801,127,3
21100,21100,8801,48,4
21101,21101,8802,52,1
21102,21102,8802,113,2
21103,21103,8802,127,3
21104,21104,8802,48,4
21105,21105,8803,128,1
21106,21106,8804,145,1
21107,21107,8805,140,1
21108,21108,8806,58,1
21109,21109,8807,128,1
21110,21110,8808,145,1
21111,21111,8809,140,1
21112,21112,8810,58,1
21113,21113,8811,52,1
21114,21114,8811,153,2
21115,21115,8811,127,3
21116,21116,8811,151,4
21117,21117,8812,127,1
21118,21118,8812,58,2
21119,21119,8813,52,1
21120,21120,8813,66,2
21121,21121,8814,55,1
21122,21122,8814,47,2
21123,21123,8814,127,3
21124,21124,8814,125,4
21125,21125,8815,68,1
21126,21126,8815,69,2
21127,21127,8815,47,3
21128,21128,8815,74,4
21129,21129,8816,58,1
21130,21130,8817,76,1
21131,21131,8818,160,1
21132,21132,8819,160,1
21133,21133,8820,152,1
21134,21134,8821,154,1
21135,21135,8821,155,2
21136,21136,8821,56,3
21137,21137,8822,46,1
21138,21138,8823,58,1
21139,21139,8824,58,1
21140,21140,8825,58,1
21141,21141,8826,46,1
21142,21142,8827,128,1
21143,21143,8828,145,1
21144,21144,8829,140,1
21145,21145,8830,58,1
21146,21146,8831,52,1
21147,21147,8831,153,2
21148,21148,8831,127,3
21149,21149,8831,151,4
21150,21150,8832,58,1
21151,21151,8833,166,1
21152,21152,8833,167,2
21154,21154,8834,51,1
21153,21153,8834,47,2
21155,21155,8834,127,3
21156,21156,8834,48,4
21157,21157,8835,168,1
21158,21158,8835,166,2
21159,21159,8835,167,3
21160,21160,8836,168,1
21161,21161,8836,166,2
21162,21162,8836,167,3
21163,21163,8837,168,1
21164,21164,8837,166,2
21165,21165,8837,167,3
21166,21166,8838,168,1
21167,21167,8838,166,2
21168,21168,8838,167,3
21170,21170,8839,168,1
21169,21169,8839,166,2
21171,21171,8839,167,3
21172,21172,8840,168,1
21174,21174,8840,166,2
21173,21173,8840,167,3
21177,21177,8841,51,1
21175,21175,8841,47,2
21176,21176,8841,127,3
21178,21178,8841,48,4
21179,21179,8842,168,1
21180,21180,8842,166,2
21181,21181,8842,167,3
21182,21182,8843,168,1
21183,21183,8843,166,2
21184,21184,8843,167,3
21185,21185,8844,52,1
21186,21186,8844,113,2
21187,21187,8844,118,3
21188,21188,8844,127,4
21189,21189,8844,146,5
21190,21190,8844,48,6
21191,21191,8845,58,1
21192,21192,8846,168,1
21193,21193,8846,166,2
21194,21194,8846,167,3
21196,21196,8847,168,1
21195,21195,8847,166,2
21197,21197,8847,167,3
21198,21198,8848,52,1
21199,21199,8848,47,2
21200,21200,8848,127,3
21201,21201,8848,125,4
21202,21202,8849,52,1
21203,21203,8849,47,2
21204,21204,8849,127,3
21205,21205,8849,50,4
21206,21206,8850,86,1
21207,21207,8851,86,1
21208,21208,8852,52,1
21209,21209,8852,113,2
21210,21210,8852,127,3
21211,21211,8852,62,4
21212,21212,8853,52,1
21215,21215,8853,113,2
21213,21213,8853,127,3
21214,21214,8853,62,4
21216,21216,8854,52,1
21218,21218,8854,113,2
21217,21217,8854,77,3
21219,21219,8854,160,4
21220,21220,8855,52,1
21222,21222,8855,113,2
21221,21221,8855,77,3
21223,21223,8855,160,4
21224,21224,8856,168,1
21225,21225,8856,166,2
21226,21226,8856,167,3
21227,21227,8857,168,1
21228,21228,8857,166,2
21229,21229,8857,167,3
21230,21230,8858,52,1
21232,21232,8858,113,2
21231,21231,8858,127,3
21233,21233,8858,151,4
21234,21234,8859,58,1
21235,21235,8860,169,1
21236,21236,8860,166,2
21237,21237,8860,167,3
21240,21240,8861,169,1
21239,21239,8861,166,2
21238,21238,8861,167,3
21242,21242,8862,169,1
21241,21241,8862,166,2
21243,21243,8862,167,3
21244,21244,8863,169,1
21245,21245,8863,166,2
21246,21246,8863,167,3
21247,21247,8864,169,1
21248,21248,8864,166,2
21249,21249,8864,167,3
21250,21250,8865,169,1
21251,21251,8865,166,2
21252,21252,8865,167,3
21253,21253,8866,169,1
21254,21254,8866,166,2
21255,21255,8866,167,3
21256,21256,8867,169,1
21257,21257,8867,166,2
21258,21258,8867,167,3
21259,21259,8868,169,1
21260,21260,8868,166,2
21261,21261,8868,167,3
21262,21262,8869,169,1
21263,21263,8869,166,2
21264,21264,8869,167,3
21265,21265,8870,148,1
21266,21266,8871,83,1
21267,21267,8872,58,1
21268,21268,8873,49,1
21269,21269,8873,113,2
21270,21270,8874,152,1
21271,21271,8875,154,1
21272,21272,8875,155,2
21273,21273,8875,56,3
21275,21275,8876,154,1
21274,21274,8876,155,2
21276,21276,8876,56,3
21277,21277,8877,154,1
21278,21278,8877,155,2
21279,21279,8877,56,3
21280,21280,8878,152,1
21281,21281,8879,152,1
21283,21283,8880,154,1
21282,21282,8880,155,2
21284,21284,8880,77,3
21287,21287,8881,135,1
21286,21286,8881,113,2
21285,21285,8881,151,3
21288,21288,8882,160,1
21289,21289,8883,86,1
21290,21290,8884,160,1
21291,21291,8885,86,1
21292,21292,8886,160,1
21293,21293,8887,86,1
21294,21294,8888,160,1
21295,21295,8889,86,1
21296,21296,8890,160,1
21297,21297,8891,86,1
21298,21298,8892,160,1
21299,21299,8893,86,1
21300,21300,8894,160,1
21301,21301,8895,86,1
21302,21302,8896,128,1
21303,21303,8897,128,1
21304,21304,8898,128,1
21305,21305,8899,55,1
21306,21306,8899,47,2
21308,21308,8899,127,3
21307,21307,8899,50,4
21309,21309,8900,55,1
21310,21310,8900,47,2
21312,21312,8900,127,3
21311,21311,8900,50,4
21313,21313,8901,58,1
21314,21314,8902,128,1
21315,21315,8903,128,1
21316,21316,8904,88,1
21317,21317,8905,58,1
21318,21318,8906,76,1
21319,21319,8907,55,1
21321,21321,8907,47,2
21320,21320,8907,127,3
21322,21322,8907,125,4
21324,21324,8908,127,1
21323,21323,8908,58,2
21325,21325,8909,52,1
21326,21326,8909,47,2
21327,21327,8909,127,3
21328,21328,8909,125,4
21329,21329,8910,52,1
21330,21330,8910,47,2
21331,21331,8910,127,3
21332,21332,8910,50,4
21333,21333,8911,128,1
21334,21334,8912,145,1
21335,21335,8913,140,1
21336,21336,8914,58,1
21337,21337,8915,58,1
21338,21338,8916,88,1
21339,21339,8917,68,1
21340,21340,8917,69,2
21341,21341,8917,47,3
21342,21342,8917,74,4
21343,21343,8918,76,1
21344,21344,8919,58,1
21345,21345,8920,88,1
21346,21346,8921,68,1
21347,21347,8921,69,2
21348,21348,8921,47,3
21349,21349,8921,74,4
21350,21350,8922,76,1
21351,21351,8923,58,1
21352,21352,8924,88,1
21353,21353,8925,68,1
21354,21354,8925,69,2
21355,21355,8925,47,3
21356,21356,8925,74,4
21357,21357,8926,76,1
21358,21358,8927,58,1
21359,21359,8928,88,1
21362,21362,8929,68,1
21360,21360,8929,69,2
21363,21363,8929,47,3
21361,21361,8929,74,4
21364,21364,8930,76,1
21365,21365,8931,58,1
21366,21366,8932,88,1
21368,21368,8933,68,1
21367,21367,8933,69,2
21369,21369,8933,47,3
21370,21370,8933,74,4
21371,21371,8934,76,1
21372,21372,8935,88,1
21373,21373,8936,58,1
21374,21374,8937,169,1
21375,21375,8937,166,2
21376,21376,8937,167,3
21377,21377,8938,169,1
21378,21378,8938,166,2
21379,21379,8938,167,3
21380,21380,8939,58,1
21381,21381,8940,58,1
21382,21382,8941,58,1
21383,21383,8942,52,1
21386,21386,8942,47,2
21384,21384,8942,127,3
21385,21385,8942,125,4
21387,21387,8943,52,1
21389,21389,8943,47,2
21388,21388,8943,127,3
21390,21390,8943,125,4
21392,21392,8944,52,1
21391,21391,8944,47,2
21393,21393,8944,127,3
21394,21394,8944,50,4
21398,21398,8945,52,1
21395,21395,8945,47,2
21396,21396,8945,127,3
21397,21397,8945,50,4
21399,21399,8946,152,1
21400,21400,8947,52,1
21401,21401,8947,113,2
21402,21402,8947,118,3
21403,21403,8947,127,4
21404,21404,8947,151,5
21405,21405,8948,52,1
21408,21408,8948,113,2
21406,21406,8948,127,3
21407,21407,8948,63,4
21409,21409,8949,160,1
21410,21410,8950,86,1
21411,21411,8951,160,1
21412,21412,8952,86,1
21413,21413,8953,160,1
21414,21414,8954,86,1
21415,21415,8955,127,1
21416,21416,8955,58,2
21417,21417,8956,49,1
21418,21418,8956,113,2
21419,21419,8956,74,3
21420,21420,8957,169,1
21422,21422,8957,166,2
21421,21421,8957,167,3
21423,21423,8958,169,1
21424,21424,8958,166,2
21425,21425,8958,167,3
21426,21426,8959,169,1
21427,21427,8959,166,2
21428,21428,8959,167,3
21429,21429,8960,127,1
21430,21430,8960,58,2
21431,21431,8961,88,1
21432,21432,8962,58,1
21433,21433,8963,76,1
21434,21434,8964,58,1
21435,21435,8965,46,1
21437,21437,8966,169,1
21436,21436,8966,166,2
21438,21438,8966,167,3
21439,21439,8967,169,1
21440,21440,8967,166,2
21441,21441,8967,167,3
21442,21442,8968,128,1
21443,21443,8969,145,1
21444,21444,8970,140,1
21445,21445,8971,58,1
21447,21447,8972,154,1
21446,21446,8972,155,2
21448,21448,8972,56,3
21449,21449,8973,154,1
21450,21450,8973,155,2
21451,21451,8973,56,3
21452,21452,8974,152,1
21453,21453,8975,152,1
21455,21455,8976,117,1
21454,21454,8976,127,2
21456,21456,8976,62,3
21457,21457,8977,86,1
21458,21458,8978,160,1
21459,21459,8979,86,1
21460,21460,8980,160,1
21461,21461,8981,86,1
21462,21462,8982,160,1
21463,21463,8983,86,1
21464,21464,8984,160,1
21465,21465,8985,86,1
21466,21466,8986,160,1
21467,21467,8987,86,1
21468,21468,8988,117,1
21470,21470,8988,127,2
21469,21469,8988,62,3
21471,21471,8989,86,1
21472,21472,8990,46,1
21473,21473,8990,47,2
21474,21474,8990,127,3
21475,21475,8990,50,4
21476,21476,8991,46,1
21477,21477,8991,47,2
21478,21478,8991,127,3
21479,21479,8991,56,4
21480,21480,8992,52,1
21481,21481,8992,132,2
21482,21482,8992,127,3
21483,21483,8992,77,4
21484,21484,8993,128,1
21485,21485,8994,145,1
21486,21486,8995,140,1
21487,21487,8996,58,1
21488,21488,8997,128,1
21489,21489,8998,145,1
21490,21490,8999,140,1
21491,21491,9000,58,1
21492,21492,9001,128,1
21493,21493,9002,145,1
21494,21494,9003,140,1
21495,21495,9004,58,1
21496,21496,9005,128,1
21497,21497,9006,145,1
21498,21498,9007,140,1
21499,21499,9008,58,1
21500,21500,9009,128,1
21501,21501,9010,145,1
21502,21502,9011,140,1
21503,21503,9012,58,1
21504,21504,9013,128,1
21505,21505,9014,145,1
21506,21506,9015,140,1
21507,21507,9016,58,1
21508,21508,9017,128,1
21509,21509,9018,145,1
21510,21510,9019,140,1
21511,21511,9020,58,1
21512,21512,9021,128,1
21513,21513,9022,145,1
21514,21514,9023,140,1
21515,21515,9024,58,1
21516,21516,9025,128,1
21517,21517,9026,145,1
21518,21518,9027,140,1
21519,21519,9028,58,1
21520,21520,9029,128,1
21521,21521,9030,145,1
21522,21522,9031,140,1
21523,21523,9032,58,1
21524,21524,9033,128,1
21525,21525,9034,145,1
21526,21526,9035,140,1
21527,21527,9036,58,1
21528,21528,9037,128,1
21529,21529,9038,145,1
21530,21530,9039,140,1
21531,21531,9040,58,1
21532,21532,9041,128,1
21533,21533,9042,145,1
21534,21534,9043,140,1
21535,21535,9044,58,1
21536,21536,9045,128,1
21537,21537,9046,145,1
21538,21538,9047,140,1
21539,21539,9048,58,1
21540,21540,9049,128,1
21541,21541,9050,145,1
21542,21542,9051,140,1
21543,21543,9052,58,1
21544,21544,9053,128,1
21545,21545,9054,145,1
21546,21546,9055,140,1
21547,21547,9056,58,1
21548,21548,9057,160,1
21549,21549,9058,86,1
21550,21550,9059,160,1
21551,21551,9060,86,1
21552,21552,9061,160,1
21553,21553,9062,86,1
21554,21554,9063,160,1
21555,21555,9064,86,1
21556,21556,9065,160,1
21557,21557,9066,86,1
21558,21558,9067,58,1
21561,21561,9068,169,1
21559,21559,9068,166,2
21560,21560,9068,167,3
21562,21562,9069,169,1
21564,21564,9069,166,2
21563,21563,9069,167,3
21565,21565,9070,169,1
21566,21566,9070,166,2
21567,21567,9070,167,3
21568,21568,9071,169,1
21569,21569,9071,166,2
21570,21570,9071,167,3
21571,21571,9072,169,1
21572,21572,9072,166,2
21573,21573,9072,167,3
21574,21574,9073,169,1
21575,21575,9073,166,2
21576,21576,9073,167,3
21577,21577,9074,169,1
21578,21578,9074,166,2
21579,21579,9074,167,3
21580,21580,9075,169,1
21582,21582,9075,166,2
21581,21581,9075,167,3
21583,21583,9076,58,1
21584,21584,9077,168,1
21586,21586,9077,166,2
21585,21585,9077,167,3
21587,21587,9078,168,1
21588,21588,9078,166,2
21589,21589,9078,167,3
21590,21590,9079,127,1
21591,21591,9079,58,2
21593,21593,9080,168,1
21592,21592,9080,166,2
21594,21594,9080,167,3
21595,21595,9081,168,1
21596,21596,9081,166,2
21597,21597,9081,167,3
21598,21598,9082,168,1
21599,21599,9082,166,2
21600,21600,9082,167,3
21601,21601,9083,168,1
21602,21602,9083,166,2
21603,21603,9083,167,3
21604,21604,9084,168,1
21605,21605,9084,166,2
21606,21606,9084,167,3
21607,21607,9085,168,1
21608,21608,9085,166,2
21609,21609,9085,167,3
21610,21610,9086,168,1
21611,21611,9086,166,2
21612,21612,9086,167,3
21613,21613,9087,168,1
21614,21614,9087,166,2
21615,21615,9087,167,3
21616,21616,9088,152,1
21617,21617,9089,152,1
21618,21618,9090,152,1
21619,21619,9090,151,2
21620,21620,9091,152,1
21621,21621,9091,151,2
21622,21622,9092,152,1
21623,21623,9092,151,2
21624,21624,9093,152,1
21625,21625,9093,151,2
21626,21626,9094,152,1
21627,21627,9095,152,1
21628,21628,9096,104,1
21629,21629,9096,169,2
21630,21630,9096,167,3
21631,21631,9097,104,1
21632,21632,9097,169,2
21633,21633,9097,167,3
21634,21634,9098,104,1
21635,21635,9098,169,2
21636,21636,9098,167,3
21637,21637,9099,104,1
21638,21638,9099,169,2
21639,21639,9099,167,3
21640,21640,9100,104,1
21641,21641,9100,169,2
21642,21642,9100,167,3
21643,21643,9101,104,1
21644,21644,9101,169,2
21645,21645,9101,167,3
21646,21646,9102,104,1
21648,21648,9102,169,2
21647,21647,9102,167,3
21649,21649,9103,104,1
21651,21651,9103,169,2
21650,21650,9103,167,3
21652,21652,9104,104,1
21654,21654,9104,169,2
21653,21653,9104,167,3
21655,21655,9105,104,1
21656,21656,9105,169,2
21657,21657,9105,167,3
21658,21658,9106,104,1
21659,21659,9106,169,2
21660,21660,9106,167,3
21661,21661,9107,104,1
21662,21662,9107,169,2
21663,21663,9107,167,3
21664,21664,9108,104,1
21665,21665,9108,169,2
21666,21666,9108,167,3
21667,21667,9109,104,1
21669,21669,9109,169,2
21668,21668,9109,167,3
21670,21670,9110,104,1
21671,21671,9110,169,2
21672,21672,9110,167,3
21673,21673,9111,104,1
21674,21674,9111,169,2
21675,21675,9111,167,3
21676,21676,9112,152,1
21677,21677,9113,152,1
21678,21678,9114,154,1
21679,21679,9114,155,2
21680,21680,9114,56,3
21681,21681,9115,154,1
21682,21682,9115,155,2
21683,21683,9115,56,3
21684,21684,9116,52,1
21686,21686,9116,113,2
21685,21685,9116,127,3
21687,21687,9116,79,4
21688,21688,9117,52,1
21689,21689,9117,47,2
21690,21690,9117,64,3
21692,21692,9118,154,1
21691,21691,9118,155,2
21693,21693,9118,56,3
21694,21694,9119,152,1
21695,21695,9120,152,1
21697,21697,9121,154,1
21696,21696,9121,155,2
21698,21698,9121,56,3
21699,21699,9122,58,1
21700,21700,9123,52,1
21701,21701,9123,113,2
21703,21703,9123,127,3
21702,21702,9123,62,4
21704,21704,9124,52,1
21705,21705,9124,113,2
21706,21706,9124,127,3
21707,21707,9124,62,4
21708,21708,9125,52,1
21709,21709,9125,113,2
21710,21710,9125,127,3
21711,21711,9125,151,4
21712,21712,9126,52,1
21713,21713,9126,113,2
21714,21714,9126,127,3
21715,21715,9126,62,4
21716,21716,9127,52,1
21718,21718,9127,113,2
21717,21717,9127,127,3
21719,21719,9127,62,4
21720,21720,9128,52,1
21721,21721,9128,113,2
21723,21723,9128,127,3
21722,21722,9128,151,4
21724,21724,9129,58,1
21725,21725,9130,58,1
21726,21726,9131,154,1
21727,21727,9131,155,2
21728,21728,9131,56,3
21729,21729,9132,152,1
21730,21730,9133,154,1
21731,21731,9133,155,2
21732,21732,9133,77,3
21733,21733,9134,154,1
21735,21735,9134,155,2
21734,21734,9134,56,3
21736,21736,9135,152,1
21737,21737,9136,154,1
21738,21738,9136,155,2
21739,21739,9136,77,3
21740,21740,9137,154,1
21741,21741,9137,155,2
21742,21742,9137,77,3
21743,21743,9138,152,1
21744,21744,9139,154,1
21745,21745,9139,155,2
21746,21746,9139,56,3
21747,21747,9140,154,1
21748,21748,9140,155,2
21749,21749,9140,77,3
21750,21750,9141,68,1
21752,21752,9141,69,2
21751,21751,9141,47,3
21753,21753,9141,74,4
21754,21754,9142,58,1
21755,21755,9143,76,1
21756,21756,9144,58,1
21757,21757,9145,127,1
21758,21758,9145,58,2
21759,21759,9146,58,1
21760,21760,9147,52,1
21761,21761,9147,113,2
21762,21762,9147,118,3
21763,21763,9147,127,4
21764,21764,9147,151,5
21765,21765,9148,52,1
21766,21766,9148,113,2
21767,21767,9148,127,3
21768,21768,9148,63,4
21771,21771,9149,52,1
21770,21770,9149,153,2
21769,21769,9149,127,3
21772,21772,9149,151,4
21773,21773,9150,148,1
21774,21774,9151,58,1
21775,21775,9152,83,1
21776,21776,9153,117,1
21777,21777,9153,127,2
21778,21778,9153,62,3
21779,21779,9154,86,1
21780,21780,9155,160,1
21781,21781,9156,86,1
21782,21782,9157,160,1
21783,21783,9158,86,1
21784,21784,9159,160,1
21785,21785,9160,168,1
21786,21786,9160,166,2
21787,21787,9160,167,3
21788,21788,9161,168,1
21789,21789,9161,166,2
21790,21790,9161,167,3
21791,21791,9162,55,1
21792,21792,9162,47,2
21793,21793,9162,50,3
21794,21794,9163,55,1
21796,21796,9163,47,2
21795,21795,9163,50,3
21797,21797,9164,55,1
21799,21799,9164,47,2
21798,21798,9164,50,3
21800,21800,9165,52,1
21801,21801,9165,47,2
21803,21803,9165,127,3
21802,21802,9165,125,4
21804,21804,9166,52,1
21805,21805,9166,47,2
21806,21806,9166,127,3
21807,21807,9166,50,4
21808,21808,9167,52,1
21810,21810,9167,47,2
21809,21809,9167,127,3
21811,21811,9167,125,4
21812,21812,9168,52,1
21813,21813,9168,47,2
21815,21815,9168,127,3
21814,21814,9168,50,4
21816,21816,9169,160,1
21817,21817,9170,86,1
21818,21818,9171,160,1
21819,21819,9172,86,1
21820,21820,9173,160,1
21821,21821,9174,86,1
21822,21822,9175,160,1
21823,21823,9176,86,1
21824,21824,9177,160,1
21825,21825,9178,86,1
21826,21826,9179,160,1
21827,21827,9180,86,1
21828,21828,9181,160,1
21829,21829,9182,86,1
21830,21830,9183,160,1
21831,21831,9184,86,1
21832,21832,9185,160,1
21833,21833,9186,86,1
21834,21834,9187,160,1
21835,21835,9188,86,1
21836,21836,9189,160,1
21837,21837,9190,86,1
21838,21838,9191,160,1
21839,21839,9192,86,1
21840,21840,9193,160,1
21841,21841,9194,86,1
21842,21842,9195,160,1
21843,21843,9196,86,1
21844,21844,9197,160,1
21845,21845,9198,86,1
21846,21846,9199,160,1
21847,21847,9200,86,1
21848,21848,9201,160,1
21849,21849,9202,86,1
21850,21850,9203,160,1
21851,21851,9204,86,1
21852,21852,9205,160,1
21853,21853,9206,86,1
21854,21854,9207,160,1
21855,21855,9208,86,1
21856,21856,9209,160,1
21857,21857,9210,86,1
21858,21858,9211,160,1
21859,21859,9212,86,1
21860,21860,9213,160,1
21861,21861,9214,86,1
21862,21862,9215,160,1
21863,21863,9216,86,1
21864,21864,9217,160,1
21865,21865,9218,86,1
21866,21866,9219,160,1
21867,21867,9220,86,1
21868,21868,9221,160,1
21869,21869,9222,86,1
21870,21870,9223,160,1
21871,21871,9224,86,1
21872,21872,9225,160,1
21873,21873,9226,86,1
21874,21874,9227,52,1
21875,21875,9227,113,2
21876,21876,9227,127,3
21877,21877,9227,62,4
21878,21878,9228,52,1
21879,21879,9228,113,2
21880,21880,9228,127,3
21881,21881,9228,62,4
21882,21882,9229,52,1
21883,21883,9229,113,2
21884,21884,9229,127,3
21885,21885,9229,62,4
21886,21886,9230,52,1
21887,21887,9230,113,2
21888,21888,9230,127,3
21889,21889,9230,62,4
21890,21890,9231,52,1
21891,21891,9231,113,2
21892,21892,9231,118,3
21893,21893,9231,127,4
21894,21894,9231,151,5
21895,21895,9232,46,1
21896,21896,9233,57,1
21898,21898,9233,49,2
21897,21897,9233,150,3
21899,21899,9233,113,4
21900,21900,9233,127,5
21901,21901,9233,48,6
21903,21903,9234,57,1
21902,21902,9234,49,2
21904,21904,9234,150,3
21905,21905,9234,113,4
21906,21906,9234,127,5
21907,21907,9234,62,6
21908,21908,9235,57,1
21909,21909,9235,49,2
21910,21910,9235,150,3
21911,21911,9235,113,4
21912,21912,9235,127,5
21913,21913,9235,48,6
21914,21914,9236,57,1
21915,21915,9236,49,2
21916,21916,9236,150,3
21917,21917,9236,113,4
21918,21918,9236,127,5
21919,21919,9236,62,6
21920,21920,9237,52,1
21921,21921,9237,113,2
21922,21922,9237,118,3
21923,21923,9237,127,4
21924,21924,9237,151,5
21925,21925,9238,52,1
21926,21926,9238,113,2
21929,21929,9238,118,3
21927,21927,9238,127,4
21928,21928,9238,151,5
21930,21930,9239,52,1
21931,21931,9239,113,2
21932,21932,9239,118,3
21933,21933,9239,127,4
21934,21934,9239,151,5
21935,21935,9240,52,1
21936,21936,9240,113,2
21937,21937,9240,118,3
21938,21938,9240,127,4
21939,21939,9240,151,5
21940,21940,9241,58,1
21941,21941,9242,58,1
21942,21942,9243,58,1
21943,21943,9244,58,1
21944,21944,9245,58,1
21945,21945,9246,58,1
21946,21946,9247,52,1
21947,21947,9247,113,2
21948,21948,9247,127,3
21949,21949,9247,62,4
21950,21950,9248,52,1
21951,21951,9248,113,2
21952,21952,9248,127,3
21953,21953,9248,62,4
21954,21954,9249,52,1
21955,21955,9249,113,2
21956,21956,9249,127,3
21957,21957,9249,62,4
21958,21958,9250,52,1
21959,21959,9250,113,2
21960,21960,9250,127,3
21961,21961,9250,62,4
21962,21962,9251,52,1
21963,21963,9251,113,2
21964,21964,9251,127,3
21965,21965,9251,62,4
21966,21966,9252,52,1
21967,21967,9252,113,2
21968,21968,9252,127,3
21969,21969,9252,62,4
21970,21970,9253,52,1
21971,21971,9253,47,2
21972,21972,9253,127,3
21973,21973,9253,125,4
21977,21977,9254,52,1
21975,21975,9254,47,2
21974,21974,9254,127,3
21976,21976,9254,50,4
21978,21978,9255,52,1
21979,21979,9255,47,2
21980,21980,9255,127,3
21981,21981,9255,125,4
21982,21982,9256,52,1
21984,21984,9256,47,2
21983,21983,9256,127,3
21985,21985,9256,50,4
21986,21986,9257,55,1
21988,21988,9257,47,2
21987,21987,9257,50,3
21989,21989,9258,58,1
21990,21990,9259,58,1
21991,21991,9260,55,1
21993,21993,9260,47,2
21992,21992,9260,50,3
21994,21994,9261,55,1
21996,21996,9261,47,2
21995,21995,9261,50,3
21997,21997,9262,52,1
21998,21998,9262,47,2
21999,21999,9262,127,3
22000,22000,9262,125,4
22001,22001,9263,52,1
22002,22002,9263,47,2
22003,22003,9263,127,3
22004,22004,9263,50,4
22005,22005,9264,128,1
22007,22007,9265,55,1
22006,22006,9265,47,2
22008,22008,9265,127,3
22009,22009,9265,125,4
22010,22010,9266,55,1
22011,22011,9266,47,2
22012,22012,9266,127,3
22013,22013,9266,125,4
22016,22016,9267,55,1
22014,22014,9267,47,2
22015,22015,9267,127,3
22017,22017,9267,125,4
22018,22018,9268,55,1
22020,22020,9268,47,2
22019,22019,9268,127,3
22021,22021,9268,125,4
22022,22022,9269,55,1
22023,22023,9269,47,2
22024,22024,9269,56,3
22025,22025,9270,55,1
22026,22026,9270,47,2
22027,22027,9270,56,3
22028,22028,9271,55,1
22030,22030,9271,47,2
22029,22029,9271,56,3
22031,22031,9272,55,1
22033,22033,9272,47,2
22032,22032,9272,56,3
22034,22034,9273,58,1
22035,22035,9274,58,1
22036,22036,9275,58,1
22037,22037,9276,58,1
22038,22038,9277,55,1
22039,22039,9277,47,2
22040,22040,9277,127,3
22041,22041,9277,50,4
22042,22042,9278,55,1
22044,22044,9278,47,2
22043,22043,9278,127,3
22045,22045,9278,50,4
22046,22046,9279,55,1
22047,22047,9279,47,2
22048,22048,9279,127,3
22049,22049,9279,50,4
22051,22051,9280,55,1
22050,22050,9280,47,2
22053,22053,9280,127,3
22052,22052,9280,50,4
